agence;ville;prix;surface;url;description;images;coordonnees;disponibilite;publication
Foncia;330444519;Lille;440;22.2;https://fr.foncia.com/location/lille-59/appartement/330444519.htm;studio comprenant une pièce principale, une salle de bains, un wc;['https://storage.fonciamillenium.net/thumbnail/63e82c007c5db184e9fb9441/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00103f3e05e797aa12/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0059c418fa3c0653b3/true/640/480'];;;2023-03-27T10:39:11+02:00
Foncia;330444733;Lille;362;24.5;https://fr.foncia.com/location/lille-59/appartement/330444733.htm;Quartier animé, proche commerce et écoles, petit immeuble fonctionnel, logement avec coin cuisine. Une pièce principale avec coin cuisine salle de bains WC;['https://storage.fonciamillenium.net/thumbnail/63e82c00f3d0c0f325dc1244/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000b4f9e39f99e4bb2/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00d256de5a7defa038/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e55ca87c9db65bae/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000344f8241a214781/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c008ce5850750e1b2ed/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00d83fdbd84febc9f8/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00b7593283cb7862cb/true/640/480'];;;2023-03-20T15:21:24+01:00
Foncia;330444828;Lille;747;99.2;https://fr.foncia.com/location/lille-59/appartement/330444828.htm;appartement de type 2 comprenant une entree, un cellier avec wc, une buanderie, un salon-sejour en mezzanine, un coin cuisine equipee, une grande chambre avec dressing, une salle de bains et wc. Séjour salon en mezzanine avec cheminée feu de bois, coin cuisine equipé (four, réfrigérateur, plaque de cuisson, meuble;['https://storage.fonciamillenium.net/thumbnail/63e82c005401bf54ad37b88f/true/640/480'];;;2023-03-20T15:00:18+01:00
Foncia;330444207;Lille;690;49.8;https://fr.foncia.com/location/lille-59/appartement/330444207.htm;secteur gambetta, à proximité directe avec le sébastopol, appartement de type 3 comprenant: une entrée, un séjour, une cuisine, deux chambres, une salle de douche.;['https://storage.fonciamillenium.net/thumbnail/63e82c00a74a0a718f5f9770/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c7729d4eb15fc738/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c007a45212fb4a9ae89/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0082bc4a1a00305f41/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c009ab2606321065246/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00df4f18788fb63089/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0016640343303e9385/true/640/480'];;;2023-03-17T12:17:50+01:00
Foncia;330445183;Lille;511;29.3;https://fr.foncia.com/location/lille-59/appartement/330445183.htm;secteur convoité appartement type 2 comprenant : une entrée, une salle de séjour, un coin cuisine, une salle de bains, wc, une chambre en mezzanine;['https://storage.fonciamillenium.net/thumbnail/63e82c007447ed8ace09b416/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00c8a8852a73283b94/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00afde1df8f03294e2/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00efdbe4a45d4a3be4/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c002cafd41f45650846/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0090ed02f754a6100b/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c009847c383df213b90/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0085c52ec803254d9c/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00a7da1bc0dd044f97/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00acd9c6a9e06a9477/true/640/480'];;;2023-03-17T11:56:59+01:00
Foncia;1887777;Lille;657.3;57;https://fr.foncia.com/location/lille-59/appartement/1887777.htm;lille sud, appartement bbc livré en 2016 type 2 comprenant une entrée, une chambre, une salel de bain une cuisine ouverte sur séjour  un balcon, un emplacement de parking ss-sol et une cave. sans frais d'agence!;['https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522421.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522427.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522420.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9434145.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522423.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522424.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522422.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/81/ph/ph2785081_9522426.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7'];;;2023-08-23T00:00:00+02:00
Foncia;1901682;Lille;674.12;43.75;https://fr.foncia.com/location/lille-59/appartement/1901682.htm;IDEALEMENT SITUE, A PROXIMITE DES GARES, DANS UNE RESIDENCE RECENTE ET SECURISEE, APPARTEMENT LUMINEUX ET BIEN AGENCE, AVEC EMPLACEMENT DE PARKING;['https://img.prod.fonciatech.net/constatimmo/52/ph/ph2543052.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/52/pl/pl2543052.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7', 'https://img.prod.fonciatech.net/constatimmo/52/ph/ph2543052_3555765.jpg?s=l', 'https://img.prod.fonciatech.net/constatimmo/52/ax/ax2543052.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7', 'https://img.prod.fonciatech.net/constatimmo/52/ph/ph2543052_7686067.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7', 'https://img.prod.fonciatech.net/constatimmo/52/ph/ph2543052_3555767.jpg?s=l'];;;2023-08-23T00:00:00+02:00
Foncia;1907807;Lille;443.77;21.63;https://fr.foncia.com/location/lille-59/appartement/1907807.htm;idéalement situé proche du centre et des commerces, appartement type 1 comprenant : une entrée, un séjour avec coin kitchenette et une salle de  bains.;['https://img.prod.fonciatech.net/constatimmo/243/ph/ph3329243.jpg?s=l&d=2023-03-21_14:42:04.871'];;;2023-08-23T00:00:00+02:00
Foncia;330444393;Lille;428;20.2;https://fr.foncia.com/location/lille-59/appartement/330444393.htm;Dans un immeuble sécurisée proche de toutes commodités, appartement type 1 comprenant pièce de vie avec coin cuisine, salle d'eau et wc.;['https://storage.fonciamillenium.net/thumbnail/63e82c00883ed012f5bd9100/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c009e5fabd25f5ee036/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0045c324460b7fc514/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0053ce473f079c5635/true/640/480'];;;2023-08-22T21:26:14+02:00
Foncia;330948921;Lille;719;51.2;https://fr.foncia.com/location/lille-59/appartement/330948921.htm;A 2 minutes de la gare Lille Flandre, dans un petit immeuble un appartement de type III avec balcon et parquet comprenant entrée, séjour, cuisine, salle de bains, wc et deux chambres;['https://storage.fonciamillenium.net/thumbnail/63e82c00e6439c9c722c2c09/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00225db9fca08a4947/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c002dd26771a0a87132/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000edc0cb777291b51/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00e7e8e4f59cc360f6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c007356249fad6c5eb2/true/640/480'];;;2023-08-22T11:50:41+02:00
Foncia;330951002;Lille;829.28;57;https://fr.foncia.com/location/lille-59/appartement/330951002.htm;dans une résidence neuve prox de toutes commodités appartement t2 lumineux comprenant une entrée et un séjour une chambre, une suisine équipée séparée loggia, buanderie, une cave un parking;['https://storage.fonciamillenium.net/thumbnail/63e82c004fc0a983292e3730/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0099ab7d167302b129/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c000148aa5ab36dc969/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00073dc9cacc877e79/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0036d8184ce9e20b6b/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00336ea72b9d5a2a8f/true/640/480'];;;2023-08-11T12:38:38+02:00
Foncia;1903641;Lille;545;29.8;https://fr.foncia.com/location/lille-59/appartement/1903641.htm;Studio comprenant une pièce principale a;[];;;2023-08-23T00:00:00+02:00
Foncia;330952478;Lille;795;50.8;https://fr.foncia.com/location/lille-59/appartement/330952478.htm;Appartement de type T3 avec entrée, deux chambres, salon cuisine, salle de bain. parking n°87 sécurisée;[];;;2023-08-22T17:15:18+02:00
Foncia;330952435;Lille;433;40.7;https://fr.foncia.com/location/lille-59/appartement/330952435.htm;Quartier animé, proche commerces et écoles, immeuble fonctionnel cuisiné équipée Entrée séjour avec coin cuisine une chambre salle de bains WC;[];;;2023-08-22T14:12:05+02:00
Foncia;330948554;Lille;447;21.7;https://fr.foncia.com/location/lille-59/appartement/330948554.htm;un appartement comprenant : un hall d'entrée, un salon avec coin cuisine, une salle de bains et des wc.;[];;;2023-08-16T15:32:38+02:00
Foncia;330948336;Lille;609;48;https://fr.foncia.com/location/lille-59/appartement/330948336.htm;APPARTEMENT DE TYPE 2 SE SITUANT AU 4ᵉ ETAGE COMPRENANT : UN SEJOUR AVEC CUISINE, UNE SALLE DE BAINS, WC et une chambre. Un parking;[];;;2023-08-16T11:55:56+02:00
Foncia;330616925;Lille;779.92;84;https://fr.foncia.com/location/lille-59/appartement/330616925.htm;programme neuf, dans un quartier en plein essor, appartement spacieux, avec 2 places de parking et une cave. sans frais d'agence;[];;;2023-08-11T15:12:28+02:00
Foncia;330947921;Lille;516;26.6;https://fr.foncia.com/location/lille-59/appartement/330947921.htm;un appartement comprenant : entrée, pièce principale avec coin kitchenette et une salle de bains.;[];;;2023-08-10T13:57:10+02:00
Foncia;330950056;Lille;667.54;38.6;https://fr.foncia.com/location/lille-59/appartement/330950056.htm;dans une résidence sécurisée un appartement comprenant une entrée avec des rangements, un séjour, un coin cuisine, une salle de bains, un wc séparé, une chambre et un parking en sous sol.;[];;;2023-08-08T09:28:24+02:00
Foncia;330620574;Lille;638;46;https://fr.foncia.com/location/lille-59/appartement/330620574.htm;un appartement T2 comprenant entrée séjour cuisine salle de bains et wc et une chambre et un parking;[];;;2023-08-02T15:28:02+02:00
Foncia;330947195;Lille;822;51.8;https://fr.foncia.com/location/lille-59/appartement/330947195.htm;Dans une résidence de haut standing située au coeur du centre ville, appartement de type 2 avec cachet, cuisine équipée et parking privé Entrée, séjour, cuisine équipée, chambre,dressing, sdb, wc.;[];;;2023-07-26T09:56:19+02:00
Foncia;330617462;Lille;460.1;26.5;https://fr.foncia.com/location/lille-59/appartement/330617462.htm;Dans un quartier étudiant, proche des grandes écoles, dans une résidence calme, studio avec cuisine équipée et parking, comprenant: Entrée avec rangement, séjour avec coin cuisine, salle de bains, WC;[];;;2023-05-05T14:22:28+02:00
Foncia;330444387;Lille;405;22.9;https://fr.foncia.com/location/lille-59/appartement/330444387.htm;un appartement comprenant : une pièce principale, un coin cuisine équipée, une salle de bains et un wc.;[];;;2023-03-27T16:38:23+02:00
Foncia;330952597;Lille;682;41.2;https://fr.foncia.com/location/lille-59/appartement/330952597.htm;un appartement comprenant : une entrée, un séjour, une cuisine équipée, une chambre, une salle de bains, des wc, un balcon et un parking.;[];;;2023-08-23T10:56:56+02:00
Foncia;330952883;Lille;740;45.9;https://fr.foncia.com/location/lille-59/appartement/330952883.htm;BEL APPARTEMENT EN RESIDENCE DE STANDING AVEC GARDIEN CADRE AGREABLE ET VERDOYANT BALCON ET PARKING Hall d'entrée avec rangement, séjour cuisine fermée,chbre avec placard,sdb,wc;['https://storage.fonciamillenium.net/thumbnail/63e82c00617dd8854eb5f009/true/640/480'];;;2023-08-24T11:35:46+02:00
Foncia;330946832;Lille;660;45.9;https://fr.foncia.com/location/lille-59/appartement/330946832.htm;DANS UNE RESIDENCE DE STANDING AVEC ESPACES VERTS, GARDIEN, BEAU TYPE 2 AVEC BALCON ET PARKING PRIVE. A VOIR !!! hall, séjour, cuisine, 1 chambre, salle de bains, wc, parking.;['https://storage.fonciamillenium.net/thumbnail/63e82c00917d6b55ab1aa883/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00cde50304b826f2f8/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c00da59e333cebbb249/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0060fae3c8b6dd5dd6/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c008e390c77ae61bb8f/true/640/480', 'https://storage.fonciamillenium.net/thumbnail/63e82c0099904217b2c07661/true/640/480'];;;2023-08-24T10:55:05+02:00
Foncia;1907373;Lille;781.86;43.41;https://fr.foncia.com/location/lille-59/appartement/1907373.htm;RUE D'ANGLETERRE F2 BEAU CACHET PARQUET PARTOUT CUISINE TB EQUIPEE CHAMBRE, SALLE DE BAINS  Tb cachet, cheminées décoratives Nombreux rangements.;['https://img.prod.fonciatech.net/constatimmo/54/pl/pl2688054.jpg?s=l&w=0&t=0oa7ezhjukEq5MMsf0i7&d=2023-08-16_09:24:07.02', 'https://img.prod.fonciatech.net/constatimmo/54/ph/ph2688054_14909902.jpg?s=l&d=2023-08-16_09:24:07.888'];;;2023-08-25T00:00:00+02:00
Foncia;1881600;Lille;574.77;28.6;https://fr.foncia.com/location/lille-59/appartement/1881600.htm;lille face la gare lille flandres au 3ᵉ étage tb standing, type 2 comprenant: une salle de séjour, cuisine équipée en retrait, une salle  de bains et wc, une chambre. idéalement bien situé;['https://img.prod.fonciatech.net/constatimmo/342/ph/ph2804342.jpg?s=l&d=2023-01-27_14:14:35.71', 'https://img.prod.fonciatech.net/constatimmo/342/ph/ph2804342_14360875.jpg?s=l&d=2023-01-27_14:14:36.638', 'https://img.prod.fonciatech.net/constatimmo/342/ph/ph2804342_8686891.jpg?s=l&d=2023-01-27_14:14:35.719', 'https://img.prod.fonciatech.net/constatimmo/342/ph/ph2804342_8686887.jpg?s=l&d=2023-01-27_14:14:35.713', 'https://img.prod.fonciatech.net/constatimmo/342/ph/ph2804342_8686889.jpg?s=l&d=2023-01-27_14:14:35.715'];;;2023-08-25T00:00:00+02:00
Sergic;07_A4_855_001;Lille;734;42;https://www.sergic.com/annonces-immobilieres/location-2-pieces-42-59800-lille-07-a4-855-001/; Lille Solferino à proximité des commerces et de la Citadelle. Nous vous proposons            à la location ce beau type 2 dans une résidence récente et sécurisée. L’appartement vous   offre un hall d’entrée, un sejour avec cuisine ouverte (plaques, hotte, frigo), une         chambre, salle de bain et wc. Vous beneficiez egalement d’un box.                           Le chauffage est électrique individuel. Réference à communiquer   07/A4/855/001 ;['/wp-content/themes/sergic/assets/assets_custom/listing-biens/default.png'];['50.6336482', '3.0498433'];20230822;
Sergic;14_0565_04_1125;Lille;780;63;https://www.sergic.com/annonces-immobilieres/location-2-pieces-63-59800-lille-14-0565-04-1125/; Secteur Saint Maur, dans une résidence avec régisseur, calme et verdoyante. Nous vous proposons ce grand T2 au 2ème étage offrant : un hall d’entrée, un séjour avec terrasse exposée Est, une cuisine séparée et aménagée, une grande chambre avec dressing, une salle de bain et une cave. Chauffage, eau chaude, eau froide compris dans les provisions pour charges et soumis à une régularisation annuelle. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/44377bbc83d9a376bb6d75607c8ef37d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/06ceb7ba16da712cfb4636a38e22556a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/c605291e5900e09ad87f5667c462babe.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/3a617ebab6b4e9a559b536fb88ad9bed.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/053d6919f4adc85ba2529ba574e30e35.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/a0b76c9b73b0dc868dc2bf4723a942cb.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/043b47f7acacb64f2387136235b5e731.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/7fb949c41ec64d12f2d6138c31228409.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/9703d267acf9591847816ea6dbaefb4e.jpg'];['50.651599884', '3.08994627'];20230820;
Sergic;15_0203_43_0001;Lille;557;57;https://www.sergic.com/annonces-immobilieres/location-3-pieces-57-59800-lille-15-0203-43-0001/; En plein cœur de Lille Fives, à l’angle de la rue de Lannoy, dans une petite copropriété très calme, vous découvrirez cet appartement de type 2 bis. Il vous offre, une entrée avec un grand placard aménagé, une cuisine aménagée avec gazinière, des placards et un évier. Le séjour comporte une ancienne cheminée et ouvre sur une pièce qui peut servir de bureau. Une chambre donne sur l’arrière au calme, ainsi que la salle de bains. Un garage est loué avec l’appartement comprenant un loyer de 50€ en sus. Les chassis sont en PVC. Le chauffage et l’eau chaude sont au gaz individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/6cfe5c8e92d70a86bc4ac23c6bb4d952.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/f51a9fe966eb8b2263cd77c14ded1de4.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/56deba21546e113f9f5f204cc8cbef13.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/461f71709df04d8a2ca221483ac1943a.jpg'];['50.6359825134', '3.0974097252'];20230706;
Sergic;15_0100_04_0003;Lille;660;54;https://www.sergic.com/annonces-immobilieres/location-2-pieces-54-59000-lille-15-0100-04-0003/; Secteur Saint Maurice Pellevoisin, à proximité des axes routiers, du métro et des gares de Lille, dans un quartier agréable avec commerces, situé dans une résidence récente en retrait de la rue avec espaces verts, ce bel appartement offre une entrée avec placards, une belle pièce à vivre avec cuisine ouverte, une chambre, une salle de bains (vasque, baignoire), une grande terrasse et un emplacement de parking en sous-sol. Les provisions pour charges comprennent l’eau froide, l’entretien de la résidence et les espaces verts. Faites votre demande de visite et chargez votre dossier sur sergic.com ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/341735b08940a844c9040154d6631e6d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/081287a0a79ca772f7d46ed15b70e49d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/831d0589b80828ce95aaaef1c5661a11.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/7bdaf590aedf9eda30cccbe599004ae1.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/fc9f98fa04ff4b18be963f45de5968b1.jpg'];['50.6442274899', '3.0921132565'];20230820;
Sergic;13_1035_01_0008;Lille;646;48;https://www.sergic.com/annonces-immobilieres/location-2-pieces-48-59000-lille-13-1035-01-0008/; Sans frais d’agence. Dans le secteur d’ Euralille, situé dans une résidence récente et sécurisée, à 500m de la station de métro Grand Palais, ce bel appartement au 4ème étage avec ascenseur, vous offre une cuisine ouverte sur le séjour, 1 chambre donnant accès à une salle de bains avec baignoire, des wc séparés. Une place de parking en sous-sol sécurisée complète ce bien. Le chauffage est au gaz collectif avec décompteur individuel. Les provisions de charges comprennent l’entretien des parties communes, l’eau froide, le chauffage et la taxe sur les ordures ménagères. Logement conventionné soumis à conditions de ressources catégorie 130 en fonction des revenus n-2 (2021/2022) compris entre 21879 € et 28441 € et concerne les salariés du secteur privé uniquement. Faites votre demande de visite et chargez votre dossier sur le site sergic.com ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/41d0912b0253b33be8053935ce44a84e.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/0aeccc23f6ae6a565f37363962e9ccf8.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/99f4079b0cf46feb2ac2affaa0a05995.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/b6f16d348f51203b26a574174c5ae31c.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/53a8bcebd888c675b90e21b62c263d81.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/203ec8377e4a6ea0d80b37caad507d5d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/b3b109ec9102b8e9b0824d7aa79f426f.jpg'];['50.6274383', '3.0792978'];20230613;
Sergic;07_0569_01_0059;Lille;614;41;https://www.sergic.com/annonces-immobilieres/location-2-pieces-41-59800-lille-07-0569-01-0059/; A proximité de la rue Pierre Legrand, ce superbe logement se situe dans une résidence neuve labellisée BBC (Bâtiment Basse Consommation) à deux pas du métro “Marbrerie”. Le logement comprend une entrée, un grand séjour lumineux menant sur un balcon, ainsi qu’une grande chambre avec placard. Le logement dispose également d’une place de parking privative. Le chauffage est au gaz individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://48a127facb31f2ebf136c10f8e285b4a-jpg', 'https://0b3cfd3c16027e48632a045928df3ce8-jpg', 'https://65a82fb349467867358bde694b38df70-jpg', 'https://d32999449045a135d74364d7d1b98954-jpg', 'https://a596386be85e07c55582c29821c36cc4-jpg'];['50.6317100525', '3.097849369'];20230821;
Sergic;07_0780_01_1038;Lille;521;35;https://www.sergic.com/annonces-immobilieres/location-1-pieces-35-59000-lille-07-0780-01-1038/; Dans le secteur Bois Blancs, proche du métro “Bois Blancs”, dans un immeuble récent et sécurisé, vous découvrirez ce studio, il vous offre une entrée avec placard, une pièce de vie avec une cuisine équipée. Le séjour est ouvert sur un balcon. Un garage en sous sol complète ce bien. Le chauffage est au gaz collectif. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/e7263a3535eb45ecda89ce2e71df8d7d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4cc8b03a92b27387767b946dc8a19500.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/66c7d27770e126ee52bd4d40559080a4.jpg', 'https://b8cbe6230c21da3510e133884db51194-jpg', 'https://26f32424dbb22d75cfe284478add0297-jpg'];['50.6335468', '3.0250357'];20230909;
Sergic;19_0147_01_0633;Lille;655;50;https://www.sergic.com/annonces-immobilieres/location-2-pieces-50-59000-lille-19-0147-01-0633/; Lille, secteur Cormontaigne / Montebello, à proximité du métro, situé dans une belle résidence sécurisée, avec ascenseur. Ce bel appartement avec balcon, entièrement rénové, vous propose un hall d’entrée avec rangements, une cuisine aménagée avec plaques chauffantes, réfrigérateur (éléments non contractuels) et ouverte sur le séjour, une chambre avec placards, une salle de bains avec baignoire et WC. Le bien dispose également d’une place de parking en sous sol en supplément obligatoire à 85.00 euros + 10.00 de charges, indissociable. Le chauffage est électrique individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/23955868672e5f4fce0525ee3a899888.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4a86b68d019af97eca8505df2c943dbe.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/2457595dde64a53e47fd108d8dfe8a7c.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/7b685d4e480afc22ec946807db14ed6a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/1031114a20289408f9d788e14094fd39.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/16de0034e1defeec9c9c83e62a90121f.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/603ca2a934f87003c29ac1ab34cc3dcd.jpg'];['50.6220782', '3.0453586578'];20230915;
Sergic;19_0152_02_0026;Lille;845;45;https://www.sergic.com/annonces-immobilieres/location-2-pieces-45-59000-lille-19-0152-02-0026/; Dans le secteur République, à proximité du métro, des commerces et du centre ville, situé dans une résidence de standing sécurisée, vous découvrirez ce beau type 2, il vous offre, un hall d’entrée, un séjour ouvert sur la cuisine, une chambre avec placards, une salle de bains avec baignoire. WC séparés. Une place de parking sécurisée complète ce bien. Le chauffage est électrique individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/4c8890bc7c656e6c250702903f27b89a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/8af20c4d02dd144106794c82569c6b59.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/aa01766f99fc6b5f389a7b3fa8ca1570.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/1a791aa36bd3e86bc677d4ee661abc94.jpg'];['50.6357841492', '3.0594949722'];20230814;
Sergic;07_1080_01_0004;Lille;813;66;https://www.sergic.com/annonces-immobilieres/location-1-pieces-66-59000-lille-07-1080-01-0004/;" Grand T3 dans une résidence récente de 2020, venez découvrir cette appartement de 66.63m². Ce bien est composé d’une grande cuisine ouverte et équipée, un grand séjour lumineux, une belle salle de douche et deux chambre; les wc sont séparés. Un emplacement de parking en sous-sol et un balcon complètent ce bien. Appartement soumis au dispositif pinel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ";['https://www.sergic.com/wp-content/uploads/2023/08/34500ac0b71760a79a16b4562fbeafde.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4f444a3462f8667356b60fb430516116.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/3d13361dca0bb73f79c0fc6b6a2a9826.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/acd925395f004b652ad013f069d5c149.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/0324714349626e8111ba994676044bd2.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/ef02862828795b29126ba6f5b598aa47.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/0223cdeb44d1a46384c4320fe7e69888.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4dee267b19777271cc04b04e829989f3.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/dd79415908dc7545cf69ec26c88b04a2.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/3e4a056d1fa6a252d138a2c38ed8074d.jpg'];['50.6119335', '3.0604498'];20230716;
